code,permanentNumber,dateOfBirth,givenName,driverId,familyName,url,nationality
HUL,27,1987-08-19,Nico,hulkenberg,Hülkenberg,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,German
KUB,88,1984-12-07,Robert,kubica,Kubica,http://en.wikipedia.org/wiki/Robert_Kubica,Polish
KVY,26,1994-04-26,Daniil,kvyat,Kvyat,http://en.wikipedia.org/wiki/Daniil_Kvyat,Russian
LEC,16,1997-10-16,Charles,leclerc,Leclerc,http://en.wikipedia.org/wiki/Charles_Leclerc,Monegasque
MAG,20,1992-10-05,Kevin,kevin_magnussen,Magnussen,http://en.wikipedia.org/wiki/Kevin_Magnussen,Danish
NOR,4,1999-11-13,Lando,norris,Norris,http://en.wikipedia.org/wiki/Lando_Norris,British
PER,11,1990-01-26,Sergio,perez,Pérez,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Mexican
RAI,7,1979-10-17,Kimi,raikkonen,Räikkönen,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Finnish
RIC,3,1989-07-01,Daniel,ricciardo,Ricciardo,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Australian
RUS,63,1998-02-15,George,russell,Russell,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),British
SAI,55,1994-09-01,Carlos,sainz,Sainz,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Spanish
STR,18,1998-10-29,Lance,stroll,Stroll,http://en.wikipedia.org/wiki/Lance_Stroll,Canadian
VER,33,1997-09-30,Max,max_verstappen,Verstappen,http://en.wikipedia.org/wiki/Max_Verstappen,Dutch
VET,5,1987-07-03,Sebastian,vettel,Vettel,http://en.wikipedia.org/wiki/Sebastian_Vettel,German
AIT,89,1995-09-23,Jack,aitken,Aitken,http://en.wikipedia.org/wiki/Jack_Aitken,British
ALB,23,1996-03-23,Alexander,albon,Albon,http://en.wikipedia.org/wiki/Alexander_Albon,Thai
BOT,77,1989-08-28,Valtteri,bottas,Bottas,http://en.wikipedia.org/wiki/Valtteri_Bottas,Finnish
FIT,51,1996-06-25,Pietro,pietro_fittipaldi,Fittipaldi,http://en.wikipedia.org/wiki/Pietro_Fittipaldi,Brazilian
GAS,10,1996-02-07,Pierre,gasly,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,French
GIO,99,1993-12-14,Antonio,giovinazzi,Giovinazzi,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,Italian
GRO,8,1986-04-17,Romain,grosjean,Grosjean,http://en.wikipedia.org/wiki/Romain_Grosjean,French
HAM,44,1985-01-07,Lewis,hamilton,Hamilton,http://en.wikipedia.org/wiki/Lewis_Hamilton,British
HUL,27,1987-08-19,Nico,hulkenberg,Hülkenberg,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,German
KVY,26,1994-04-26,Daniil,kvyat,Kvyat,http://en.wikipedia.org/wiki/Daniil_Kvyat,Russian
LAT,6,1995-06-29,Nicholas,latifi,Latifi,http://en.wikipedia.org/wiki/Nicholas_Latifi,Canadian
LEC,16,1997-10-16,Charles,leclerc,Leclerc,http://en.wikipedia.org/wiki/Charles_Leclerc,Monegasque
MAG,20,1992-10-05,Kevin,kevin_magnussen,Magnussen,http://en.wikipedia.org/wiki/Kevin_Magnussen,Danish
NOR,4,1999-11-13,Lando,norris,Norris,http://en.wikipedia.org/wiki/Lando_Norris,British
OCO,31,1996-09-17,Esteban,ocon,Ocon,http://en.wikipedia.org/wiki/Esteban_Ocon,French
PER,11,1990-01-26,Sergio,perez,Pérez,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Mexican
RAI,7,1979-10-17,Kimi,raikkonen,Räikkönen,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Finnish
RIC,3,1989-07-01,Daniel,ricciardo,Ricciardo,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Australian
RUS,63,1998-02-15,George,russell,Russell,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),British
SAI,55,1994-09-01,Carlos,sainz,Sainz,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Spanish
STR,18,1998-10-29,Lance,stroll,Stroll,http://en.wikipedia.org/wiki/Lance_Stroll,Canadian
VER,33,1997-09-30,Max,max_verstappen,Verstappen,http://en.wikipedia.org/wiki/Max_Verstappen,Dutch
VET,5,1987-07-03,Sebastian,vettel,Vettel,http://en.wikipedia.org/wiki/Sebastian_Vettel,German
ALO,14,1981-07-29,Fernando,alonso,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,Spanish
BOT,77,1989-08-28,Valtteri,bottas,Bottas,http://en.wikipedia.org/wiki/Valtteri_Bottas,Finnish
GAS,10,1996-02-07,Pierre,gasly,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,French
GIO,99,1993-12-14,Antonio,giovinazzi,Giovinazzi,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,Italian
HAM,44,1985-01-07,Lewis,hamilton,Hamilton,http://en.wikipedia.org/wiki/Lewis_Hamilton,British
KUB,88,1984-12-07,Robert,kubica,Kubica,http://en.wikipedia.org/wiki/Robert_Kubica,Polish
LAT,6,1995-06-29,Nicholas,latifi,Latifi,http://en.wikipedia.org/wiki/Nicholas_Latifi,Canadian
LEC,16,1997-10-16,Charles,leclerc,Leclerc,http://en.wikipedia.org/wiki/Charles_Leclerc,Monegasque
MAZ,9,1999-03-02,Nikita,mazepin,Mazepin,http://en.wikipedia.org/wiki/Nikita_Mazepin,Russian
NOR,4,1999-11-13,Lando,norris,Norris,http://en.wikipedia.org/wiki/Lando_Norris,British
OCO,31,1996-09-17,Esteban,ocon,Ocon,http://en.wikipedia.org/wiki/Esteban_Ocon,French
PER,11,1990-01-26,Sergio,perez,Pérez,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Mexican
RAI,7,1979-10-17,Kimi,raikkonen,Räikkönen,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Finnish
RIC,3,1989-07-01,Daniel,ricciardo,Ricciardo,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Australian
RUS,63,1998-02-15,George,russell,Russell,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),British
SAI,55,1994-09-01,Carlos,sainz,Sainz,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Spanish
MSC,47,1999-03-22,Mick,mick_schumacher,Schumacher,http://en.wikipedia.org/wiki/Mick_Schumacher,German
STR,18,1998-10-29,Lance,stroll,Stroll,http://en.wikipedia.org/wiki/Lance_Stroll,Canadian
TSU,22,2000-05-11,Yuki,tsunoda,Tsunoda,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Japanese
VER,33,1997-09-30,Max,max_verstappen,Verstappen,http://en.wikipedia.org/wiki/Max_Verstappen,Dutch
VET,5,1987-07-03,Sebastian,vettel,Vettel,http://en.wikipedia.org/wiki/Sebastian_Vettel,German
ALB,23,1996-03-23,Alexander,albon,Albon,http://en.wikipedia.org/wiki/Alexander_Albon,Thai
ALO,14,1981-07-29,Fernando,alonso,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,Spanish
BOT,77,1989-08-28,Valtteri,bottas,Bottas,http://en.wikipedia.org/wiki/Valtteri_Bottas,Finnish
DEV,21,1995-02-06,Nyck,de_vries,de Vries,http://en.wikipedia.org/wiki/Nyck_de_Vries,Dutch
GAS,10,1996-02-07,Pierre,gasly,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,French
HAM,44,1985-01-07,Lewis,hamilton,Hamilton,http://en.wikipedia.org/wiki/Lewis_Hamilton,British
HUL,27,1987-08-19,Nico,hulkenberg,Hülkenberg,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,German
LAT,6,1995-06-29,Nicholas,latifi,Latifi,http://en.wikipedia.org/wiki/Nicholas_Latifi,Canadian
LEC,16,1997-10-16,Charles,leclerc,Leclerc,http://en.wikipedia.org/wiki/Charles_Leclerc,Monegasque
MAG,20,1992-10-05,Kevin,kevin_magnussen,Magnussen,http://en.wikipedia.org/wiki/Kevin_Magnussen,Danish
NOR,4,1999-11-13,Lando,norris,Norris,http://en.wikipedia.org/wiki/Lando_Norris,British
OCO,31,1996-09-17,Esteban,ocon,Ocon,http://en.wikipedia.org/wiki/Esteban_Ocon,French
PER,11,1990-01-26,Sergio,perez,Pérez,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Mexican
RIC,3,1989-07-01,Daniel,ricciardo,Ricciardo,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Australian
RUS,63,1998-02-15,George,russell,Russell,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),British
SAI,55,1994-09-01,Carlos,sainz,Sainz,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Spanish
MSC,47,1999-03-22,Mick,mick_schumacher,Schumacher,http://en.wikipedia.org/wiki/Mick_Schumacher,German
STR,18,1998-10-29,Lance,stroll,Stroll,http://en.wikipedia.org/wiki/Lance_Stroll,Canadian
TSU,22,2000-05-11,Yuki,tsunoda,Tsunoda,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Japanese
VER,33,1997-09-30,Max,max_verstappen,Verstappen,http://en.wikipedia.org/wiki/Max_Verstappen,Dutch
VET,5,1987-07-03,Sebastian,vettel,Vettel,http://en.wikipedia.org/wiki/Sebastian_Vettel,German
ZHO,24,1999-05-30,Guanyu,zhou,Zhou,http://en.wikipedia.org/wiki/Zhou_Guanyu,Chinese
ALB,23,1996-03-23,Alexander,albon,Albon,http://en.wikipedia.org/wiki/Alexander_Albon,Thai
ALO,14,1981-07-29,Fernando,alonso,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,Spanish
BOT,77,1989-08-28,Valtteri,bottas,Bottas,http://en.wikipedia.org/wiki/Valtteri_Bottas,Finnish
DEV,21,1995-02-06,Nyck,de_vries,de Vries,http://en.wikipedia.org/wiki/Nyck_de_Vries,Dutch
GAS,10,1996-02-07,Pierre,gasly,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,French
HAM,44,1985-01-07,Lewis,hamilton,Hamilton,http://en.wikipedia.org/wiki/Lewis_Hamilton,British
HUL,27,1987-08-19,Nico,hulkenberg,Hülkenberg,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,German
LAW,30,2002-02-11,Liam,lawson,Lawson,http://en.wikipedia.org/wiki/Liam_Lawson,New Zealander
LEC,16,1997-10-16,Charles,leclerc,Leclerc,http://en.wikipedia.org/wiki/Charles_Leclerc,Monegasque
MAG,20,1992-10-05,Kevin,kevin_magnussen,Magnussen,http://en.wikipedia.org/wiki/Kevin_Magnussen,Danish
NOR,4,1999-11-13,Lando,norris,Norris,http://en.wikipedia.org/wiki/Lando_Norris,British
OCO,31,1996-09-17,Esteban,ocon,Ocon,http://en.wikipedia.org/wiki/Esteban_Ocon,French
PER,11,1990-01-26,Sergio,perez,Pérez,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Mexican
PIA,81,2001-04-06,Oscar,piastri,Piastri,http://en.wikipedia.org/wiki/Oscar_Piastri,Australian
RIC,3,1989-07-01,Daniel,ricciardo,Ricciardo,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Australian
RUS,63,1998-02-15,George,russell,Russell,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),British
SAI,55,1994-09-01,Carlos,sainz,Sainz,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Spanish
SAR,2,2000-12-31,Logan,sargeant,Sargeant,http://en.wikipedia.org/wiki/Logan_Sargeant,American
STR,18,1998-10-29,Lance,stroll,Stroll,http://en.wikipedia.org/wiki/Lance_Stroll,Canadian
TSU,22,2000-05-11,Yuki,tsunoda,Tsunoda,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Japanese
VER,33,1997-09-30,Max,max_verstappen,Verstappen,http://en.wikipedia.org/wiki/Max_Verstappen,Dutch
ZHO,24,1999-05-30,Guanyu,zhou,Zhou,http://en.wikipedia.org/wiki/Zhou_Guanyu,Chinese
ALB,23,1996-03-23,Alexander,albon,Albon,http://en.wikipedia.org/wiki/Alexander_Albon,Thai
ALO,14,1981-07-29,Fernando,alonso,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,Spanish
BEA,38,2005-05-08,Oliver,bearman,Bearman,http://en.wikipedia.org/wiki/Oliver_Bearman,British
BOT,77,1989-08-28,Valtteri,bottas,Bottas,http://en.wikipedia.org/wiki/Valtteri_Bottas,Finnish
COL,43,2003-05-27,Franco,colapinto,Colapinto,http://en.wikipedia.org/wiki/Franco_Colapinto,Argentinian 
DOO,61,2003-01-20,Jack,doohan,Doohan,http://en.wikipedia.org/wiki/Jack_Doohan,Australian
GAS,10,1996-02-07,Pierre,gasly,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,French
HAM,44,1985-01-07,Lewis,hamilton,Hamilton,http://en.wikipedia.org/wiki/Lewis_Hamilton,British
HUL,27,1987-08-19,Nico,hulkenberg,Hülkenberg,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,German
LAW,30,2002-02-11,Liam,lawson,Lawson,http://en.wikipedia.org/wiki/Liam_Lawson,New Zealander
LEC,16,1997-10-16,Charles,leclerc,Leclerc,http://en.wikipedia.org/wiki/Charles_Leclerc,Monegasque
MAG,20,1992-10-05,Kevin,kevin_magnussen,Magnussen,http://en.wikipedia.org/wiki/Kevin_Magnussen,Danish
NOR,4,1999-11-13,Lando,norris,Norris,http://en.wikipedia.org/wiki/Lando_Norris,British
OCO,31,1996-09-17,Esteban,ocon,Ocon,http://en.wikipedia.org/wiki/Esteban_Ocon,French
PER,11,1990-01-26,Sergio,perez,Pérez,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Mexican
PIA,81,2001-04-06,Oscar,piastri,Piastri,http://en.wikipedia.org/wiki/Oscar_Piastri,Australian
RIC,3,1989-07-01,Daniel,ricciardo,Ricciardo,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Australian
RUS,63,1998-02-15,George,russell,Russell,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),British
SAI,55,1994-09-01,Carlos,sainz,Sainz,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Spanish
SAR,2,2000-12-31,Logan,sargeant,Sargeant,http://en.wikipedia.org/wiki/Logan_Sargeant,American
STR,18,1998-10-29,Lance,stroll,Stroll,http://en.wikipedia.org/wiki/Lance_Stroll,Canadian
TSU,22,2000-05-11,Yuki,tsunoda,Tsunoda,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Japanese
VER,33,1997-09-30,Max,max_verstappen,Verstappen,http://en.wikipedia.org/wiki/Max_Verstappen,Dutch
ZHO,24,1999-05-30,Guanyu,zhou,Zhou,http://en.wikipedia.org/wiki/Zhou_Guanyu,Chinese
