FirstPractice,season,raceName,ThirdPractice,SecondPractice,Qualifying,round,time,date,Circuit,url,Sprint
,2008,French Grand Prix,,,,8,12:00:00Z,2008-06-22,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",http://en.wikipedia.org/wiki/2008_French_Grand_Prix,
,2008,British Grand Prix,,,,9,12:00:00Z,2008-07-06,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2008_British_Grand_Prix,
,2008,German Grand Prix,,,,10,12:00:00Z,2008-07-20,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2008_German_Grand_Prix,
,2008,Hungarian Grand Prix,,,,11,12:00:00Z,2008-08-03,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix,
,2008,European Grand Prix,,,,12,12:00:00Z,2008-08-24,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2008_European_Grand_Prix,
,2008,Belgian Grand Prix,,,,13,12:00:00Z,2008-09-07,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2008_Belgian_Grand_Prix,
,2008,Italian Grand Prix,,,,14,12:00:00Z,2008-09-14,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2008_Italian_Grand_Prix,
,2008,Singapore Grand Prix,,,,15,12:00:00Z,2008-09-28,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix,
,2008,Japanese Grand Prix,,,,16,04:30:00Z,2008-10-12,"{'circuitId': 'fuji', 'url': 'http://en.wikipedia.org/wiki/Fuji_Speedway', 'circuitName': 'Fuji Speedway', 'Location': {'lat': '35.3717', 'long': '138.927', 'locality': 'Oyama', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix,
,2008,Chinese Grand Prix,,,,17,07:00:00Z,2008-10-19,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix,
,2008,Brazilian Grand Prix,,,,18,17:00:00Z,2008-11-02,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix,
,2009,Australian Grand Prix,,,,1,06:00:00Z,2009-03-29,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix,
,2009,Malaysian Grand Prix,,,,2,09:00:00Z,2009-04-05,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix,
,2009,Chinese Grand Prix,,,,3,07:00:00Z,2009-04-19,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,
,2009,Bahrain Grand Prix,,,,4,12:00:00Z,2009-04-26,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix,
,2009,Spanish Grand Prix,,,,5,12:00:00Z,2009-05-10,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix,
,2009,Monaco Grand Prix,,,,6,12:00:00Z,2009-05-24,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix,
,2009,Turkish Grand Prix,,,,7,12:00:00Z,2009-06-07,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",http://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix,
,2009,British Grand Prix,,,,8,12:00:00Z,2009-06-21,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2009_British_Grand_Prix,
,2009,German Grand Prix,,,,9,12:00:00Z,2009-07-12,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2009_German_Grand_Prix,
,2009,Hungarian Grand Prix,,,,10,12:00:00Z,2009-07-26,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix,
,2009,European Grand Prix,,,,11,12:00:00Z,2009-08-23,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2009_European_Grand_Prix,
,2009,Belgian Grand Prix,,,,12,12:00:00Z,2009-08-30,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix,
,2009,Italian Grand Prix,,,,13,12:00:00Z,2009-09-13,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2009_Italian_Grand_Prix,
,2009,Singapore Grand Prix,,,,14,12:00:00Z,2009-09-27,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix,
,2009,Japanese Grand Prix,,,,15,05:00:00Z,2009-10-04,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2009_Japanese_Grand_Prix,
,2009,Brazilian Grand Prix,,,,16,16:00:00Z,2009-10-18,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix,
,2009,Abu Dhabi Grand Prix,,,,17,11:00:00Z,2009-11-01,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix,
,2010,Bahrain Grand Prix,,,,1,12:00:00Z,2010-03-14,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,
,2010,Australian Grand Prix,,,,2,06:00:00Z,2010-03-28,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,
,2010,Malaysian Grand Prix,,,,3,08:00:00Z,2010-04-04,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,
,2010,Chinese Grand Prix,,,,4,06:00:00Z,2010-04-18,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,
,2010,Spanish Grand Prix,,,,5,12:00:00Z,2010-05-09,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,
,2010,Monaco Grand Prix,,,,6,12:00:00Z,2010-05-16,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,
,2010,Turkish Grand Prix,,,,7,11:00:00Z,2010-05-30,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,
,2010,Canadian Grand Prix,,,,8,16:00:00Z,2010-06-13,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,
,2010,European Grand Prix,,,,9,12:00:00Z,2010-06-27,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2010_European_Grand_Prix,
,2010,British Grand Prix,,,,10,12:00:00Z,2010-07-11,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2010_British_Grand_Prix,
,2010,German Grand Prix,,,,11,12:00:00Z,2010-07-25,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2010_German_Grand_Prix,
,2010,Hungarian Grand Prix,,,,12,12:00:00Z,2010-08-01,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,
,2010,Belgian Grand Prix,,,,13,12:00:00Z,2010-08-29,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,
,2010,Italian Grand Prix,,,,14,12:00:00Z,2010-09-12,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,
,2010,Singapore Grand Prix,,,,15,12:00:00Z,2010-09-26,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,
,2010,Japanese Grand Prix,,,,16,06:00:00Z,2010-10-10,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,
,2010,Korean Grand Prix,,,,17,05:00:00Z,2010-10-24,"{'circuitId': 'yeongam', 'url': 'http://en.wikipedia.org/wiki/Korean_International_Circuit', 'circuitName': 'Korean International Circuit', 'Location': {'lat': '34.7333', 'long': '126.417', 'locality': 'Yeongam County', 'country': 'Korea'}}",http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,
,2010,Brazilian Grand Prix,,,,18,16:00:00Z,2010-11-07,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,
,2010,Abu Dhabi Grand Prix,,,,19,13:00:00Z,2010-11-14,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,
,2011,Australian Grand Prix,,,,1,06:00:00Z,2011-03-27,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,
,2011,Malaysian Grand Prix,,,,2,08:00:00Z,2011-04-10,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,
,2011,Chinese Grand Prix,,,,3,07:00:00Z,2011-04-17,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,
,2011,Turkish Grand Prix,,,,4,12:00:00Z,2011-05-08,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,
,2011,Spanish Grand Prix,,,,5,12:00:00Z,2011-05-22,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,
,2011,Monaco Grand Prix,,,,6,12:00:00Z,2011-05-29,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,
,2011,Canadian Grand Prix,,,,7,17:00:00Z,2011-06-12,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,
,2011,European Grand Prix,,,,8,12:00:00Z,2011-06-26,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2011_European_Grand_Prix,
,2011,British Grand Prix,,,,9,12:00:00Z,2011-07-10,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2011_British_Grand_Prix,
,2011,German Grand Prix,,,,10,12:00:00Z,2011-07-24,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2011_German_Grand_Prix,
,2011,Hungarian Grand Prix,,,,11,12:00:00Z,2011-07-31,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix,
,2011,Belgian Grand Prix,,,,12,12:00:00Z,2011-08-28,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix,
,2011,Italian Grand Prix,,,,13,12:00:00Z,2011-09-11,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,
,2011,Singapore Grand Prix,,,,14,12:00:00Z,2011-09-25,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,
,2011,Japanese Grand Prix,,,,15,06:00:00Z,2011-10-09,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,
,2011,Korean Grand Prix,,,,16,06:00:00Z,2011-10-16,"{'circuitId': 'yeongam', 'url': 'http://en.wikipedia.org/wiki/Korean_International_Circuit', 'circuitName': 'Korean International Circuit', 'Location': {'lat': '34.7333', 'long': '126.417', 'locality': 'Yeongam County', 'country': 'Korea'}}",http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,
,2011,Indian Grand Prix,,,,17,09:30:00Z,2011-10-30,"{'circuitId': 'buddh', 'url': 'http://en.wikipedia.org/wiki/Buddh_International_Circuit', 'circuitName': 'Buddh International Circuit', 'Location': {'lat': '28.3487', 'long': '77.5331', 'locality': 'Uttar Pradesh', 'country': 'India'}}",http://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,
,2011,Abu Dhabi Grand Prix,,,,18,13:00:00Z,2011-11-13,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,
,2011,Brazilian Grand Prix,,,,19,16:00:00Z,2011-11-27,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,
,2012,Australian Grand Prix,,,,1,06:00:00Z,2012-03-18,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,
,2012,Malaysian Grand Prix,,,,2,08:00:00Z,2012-03-25,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,
,2012,Chinese Grand Prix,,,,3,07:00:00Z,2012-04-15,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,
,2012,Bahrain Grand Prix,,,,4,12:00:00Z,2012-04-22,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,
,2012,Spanish Grand Prix,,,,5,12:00:00Z,2012-05-13,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,
,2012,Monaco Grand Prix,,,,6,12:00:00Z,2012-05-27,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix,
