givenName,code,dateOfBirth,driverId,permanentNumber,url,familyName,nationality
Nico,HUL,1987-08-19,hulkenberg,27,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,Hülkenberg,German
Robert,KUB,1984-12-07,kubica,88,http://en.wikipedia.org/wiki/Robert_Kubica,Kubica,Polish
Daniil,KVY,1994-04-26,kvyat,26,http://en.wikipedia.org/wiki/Daniil_Kvyat,Kvyat,Russian
Charles,LEC,1997-10-16,leclerc,16,http://en.wikipedia.org/wiki/Charles_Leclerc,Leclerc,Monegasque
Kevin,MAG,1992-10-05,kevin_magnussen,20,http://en.wikipedia.org/wiki/Kevin_Magnussen,Magnussen,Danish
Lando,NOR,1999-11-13,norris,4,http://en.wikipedia.org/wiki/Lando_Norris,Norris,British
Sergio,PER,1990-01-26,perez,11,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Pérez,Mexican
Kimi,RAI,1979-10-17,raikkonen,7,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Räikkönen,Finnish
Daniel,RIC,1989-07-01,ricciardo,3,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Ricciardo,Australian
George,RUS,1998-02-15,russell,63,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),Russell,British
Carlos,SAI,1994-09-01,sainz,55,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Sainz,Spanish
Lance,STR,1998-10-29,stroll,18,http://en.wikipedia.org/wiki/Lance_Stroll,Stroll,Canadian
Max,VER,1997-09-30,max_verstappen,33,http://en.wikipedia.org/wiki/Max_Verstappen,Verstappen,Dutch
Sebastian,VET,1987-07-03,vettel,5,http://en.wikipedia.org/wiki/Sebastian_Vettel,Vettel,German
Jack,AIT,1995-09-23,aitken,89,http://en.wikipedia.org/wiki/Jack_Aitken,Aitken,British
Alexander,ALB,1996-03-23,albon,23,http://en.wikipedia.org/wiki/Alexander_Albon,Albon,Thai
Valtteri,BOT,1989-08-28,bottas,77,http://en.wikipedia.org/wiki/Valtteri_Bottas,Bottas,Finnish
Pietro,FIT,1996-06-25,pietro_fittipaldi,51,http://en.wikipedia.org/wiki/Pietro_Fittipaldi,Fittipaldi,Brazilian
Pierre,GAS,1996-02-07,gasly,10,http://en.wikipedia.org/wiki/Pierre_Gasly,Gasly,French
Antonio,GIO,1993-12-14,giovinazzi,99,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,Giovinazzi,Italian
Romain,GRO,1986-04-17,grosjean,8,http://en.wikipedia.org/wiki/Romain_Grosjean,Grosjean,French
Lewis,HAM,1985-01-07,hamilton,44,http://en.wikipedia.org/wiki/Lewis_Hamilton,Hamilton,British
Nico,HUL,1987-08-19,hulkenberg,27,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,Hülkenberg,German
Daniil,KVY,1994-04-26,kvyat,26,http://en.wikipedia.org/wiki/Daniil_Kvyat,Kvyat,Russian
Nicholas,LAT,1995-06-29,latifi,6,http://en.wikipedia.org/wiki/Nicholas_Latifi,Latifi,Canadian
Charles,LEC,1997-10-16,leclerc,16,http://en.wikipedia.org/wiki/Charles_Leclerc,Leclerc,Monegasque
Kevin,MAG,1992-10-05,kevin_magnussen,20,http://en.wikipedia.org/wiki/Kevin_Magnussen,Magnussen,Danish
Lando,NOR,1999-11-13,norris,4,http://en.wikipedia.org/wiki/Lando_Norris,Norris,British
Esteban,OCO,1996-09-17,ocon,31,http://en.wikipedia.org/wiki/Esteban_Ocon,Ocon,French
Sergio,PER,1990-01-26,perez,11,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Pérez,Mexican
Kimi,RAI,1979-10-17,raikkonen,7,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Räikkönen,Finnish
Daniel,RIC,1989-07-01,ricciardo,3,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Ricciardo,Australian
George,RUS,1998-02-15,russell,63,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),Russell,British
Carlos,SAI,1994-09-01,sainz,55,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Sainz,Spanish
Lance,STR,1998-10-29,stroll,18,http://en.wikipedia.org/wiki/Lance_Stroll,Stroll,Canadian
Max,VER,1997-09-30,max_verstappen,33,http://en.wikipedia.org/wiki/Max_Verstappen,Verstappen,Dutch
Sebastian,VET,1987-07-03,vettel,5,http://en.wikipedia.org/wiki/Sebastian_Vettel,Vettel,German
Fernando,ALO,1981-07-29,alonso,14,http://en.wikipedia.org/wiki/Fernando_Alonso,Alonso,Spanish
Valtteri,BOT,1989-08-28,bottas,77,http://en.wikipedia.org/wiki/Valtteri_Bottas,Bottas,Finnish
Pierre,GAS,1996-02-07,gasly,10,http://en.wikipedia.org/wiki/Pierre_Gasly,Gasly,French
Antonio,GIO,1993-12-14,giovinazzi,99,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,Giovinazzi,Italian
Lewis,HAM,1985-01-07,hamilton,44,http://en.wikipedia.org/wiki/Lewis_Hamilton,Hamilton,British
Robert,KUB,1984-12-07,kubica,88,http://en.wikipedia.org/wiki/Robert_Kubica,Kubica,Polish
Nicholas,LAT,1995-06-29,latifi,6,http://en.wikipedia.org/wiki/Nicholas_Latifi,Latifi,Canadian
Charles,LEC,1997-10-16,leclerc,16,http://en.wikipedia.org/wiki/Charles_Leclerc,Leclerc,Monegasque
Nikita,MAZ,1999-03-02,mazepin,9,http://en.wikipedia.org/wiki/Nikita_Mazepin,Mazepin,Russian
Lando,NOR,1999-11-13,norris,4,http://en.wikipedia.org/wiki/Lando_Norris,Norris,British
Esteban,OCO,1996-09-17,ocon,31,http://en.wikipedia.org/wiki/Esteban_Ocon,Ocon,French
Sergio,PER,1990-01-26,perez,11,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Pérez,Mexican
Kimi,RAI,1979-10-17,raikkonen,7,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Räikkönen,Finnish
Daniel,RIC,1989-07-01,ricciardo,3,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Ricciardo,Australian
George,RUS,1998-02-15,russell,63,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),Russell,British
Carlos,SAI,1994-09-01,sainz,55,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Sainz,Spanish
Mick,MSC,1999-03-22,mick_schumacher,47,http://en.wikipedia.org/wiki/Mick_Schumacher,Schumacher,German
Lance,STR,1998-10-29,stroll,18,http://en.wikipedia.org/wiki/Lance_Stroll,Stroll,Canadian
Yuki,TSU,2000-05-11,tsunoda,22,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Tsunoda,Japanese
Max,VER,1997-09-30,max_verstappen,33,http://en.wikipedia.org/wiki/Max_Verstappen,Verstappen,Dutch
Sebastian,VET,1987-07-03,vettel,5,http://en.wikipedia.org/wiki/Sebastian_Vettel,Vettel,German
Alexander,ALB,1996-03-23,albon,23,http://en.wikipedia.org/wiki/Alexander_Albon,Albon,Thai
Fernando,ALO,1981-07-29,alonso,14,http://en.wikipedia.org/wiki/Fernando_Alonso,Alonso,Spanish
Valtteri,BOT,1989-08-28,bottas,77,http://en.wikipedia.org/wiki/Valtteri_Bottas,Bottas,Finnish
Nyck,DEV,1995-02-06,de_vries,21,http://en.wikipedia.org/wiki/Nyck_de_Vries,de Vries,Dutch
Pierre,GAS,1996-02-07,gasly,10,http://en.wikipedia.org/wiki/Pierre_Gasly,Gasly,French
Lewis,HAM,1985-01-07,hamilton,44,http://en.wikipedia.org/wiki/Lewis_Hamilton,Hamilton,British
Nico,HUL,1987-08-19,hulkenberg,27,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,Hülkenberg,German
Nicholas,LAT,1995-06-29,latifi,6,http://en.wikipedia.org/wiki/Nicholas_Latifi,Latifi,Canadian
Charles,LEC,1997-10-16,leclerc,16,http://en.wikipedia.org/wiki/Charles_Leclerc,Leclerc,Monegasque
Kevin,MAG,1992-10-05,kevin_magnussen,20,http://en.wikipedia.org/wiki/Kevin_Magnussen,Magnussen,Danish
Lando,NOR,1999-11-13,norris,4,http://en.wikipedia.org/wiki/Lando_Norris,Norris,British
Esteban,OCO,1996-09-17,ocon,31,http://en.wikipedia.org/wiki/Esteban_Ocon,Ocon,French
Sergio,PER,1990-01-26,perez,11,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Pérez,Mexican
Daniel,RIC,1989-07-01,ricciardo,3,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Ricciardo,Australian
George,RUS,1998-02-15,russell,63,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),Russell,British
Carlos,SAI,1994-09-01,sainz,55,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Sainz,Spanish
Mick,MSC,1999-03-22,mick_schumacher,47,http://en.wikipedia.org/wiki/Mick_Schumacher,Schumacher,German
Lance,STR,1998-10-29,stroll,18,http://en.wikipedia.org/wiki/Lance_Stroll,Stroll,Canadian
Yuki,TSU,2000-05-11,tsunoda,22,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Tsunoda,Japanese
Max,VER,1997-09-30,max_verstappen,33,http://en.wikipedia.org/wiki/Max_Verstappen,Verstappen,Dutch
Sebastian,VET,1987-07-03,vettel,5,http://en.wikipedia.org/wiki/Sebastian_Vettel,Vettel,German
Guanyu,ZHO,1999-05-30,zhou,24,http://en.wikipedia.org/wiki/Zhou_Guanyu,Zhou,Chinese
Alexander,ALB,1996-03-23,albon,23,http://en.wikipedia.org/wiki/Alexander_Albon,Albon,Thai
Fernando,ALO,1981-07-29,alonso,14,http://en.wikipedia.org/wiki/Fernando_Alonso,Alonso,Spanish
Valtteri,BOT,1989-08-28,bottas,77,http://en.wikipedia.org/wiki/Valtteri_Bottas,Bottas,Finnish
Nyck,DEV,1995-02-06,de_vries,21,http://en.wikipedia.org/wiki/Nyck_de_Vries,de Vries,Dutch
Pierre,GAS,1996-02-07,gasly,10,http://en.wikipedia.org/wiki/Pierre_Gasly,Gasly,French
Lewis,HAM,1985-01-07,hamilton,44,http://en.wikipedia.org/wiki/Lewis_Hamilton,Hamilton,British
Nico,HUL,1987-08-19,hulkenberg,27,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,Hülkenberg,German
Liam,LAW,2002-02-11,lawson,30,http://en.wikipedia.org/wiki/Liam_Lawson,Lawson,New Zealander
Charles,LEC,1997-10-16,leclerc,16,http://en.wikipedia.org/wiki/Charles_Leclerc,Leclerc,Monegasque
Kevin,MAG,1992-10-05,kevin_magnussen,20,http://en.wikipedia.org/wiki/Kevin_Magnussen,Magnussen,Danish
Lando,NOR,1999-11-13,norris,4,http://en.wikipedia.org/wiki/Lando_Norris,Norris,British
Esteban,OCO,1996-09-17,ocon,31,http://en.wikipedia.org/wiki/Esteban_Ocon,Ocon,French
Sergio,PER,1990-01-26,perez,11,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Pérez,Mexican
Oscar,PIA,2001-04-06,piastri,81,http://en.wikipedia.org/wiki/Oscar_Piastri,Piastri,Australian
Daniel,RIC,1989-07-01,ricciardo,3,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Ricciardo,Australian
George,RUS,1998-02-15,russell,63,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),Russell,British
Carlos,SAI,1994-09-01,sainz,55,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Sainz,Spanish
Logan,SAR,2000-12-31,sargeant,2,http://en.wikipedia.org/wiki/Logan_Sargeant,Sargeant,American
Lance,STR,1998-10-29,stroll,18,http://en.wikipedia.org/wiki/Lance_Stroll,Stroll,Canadian
Yuki,TSU,2000-05-11,tsunoda,22,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Tsunoda,Japanese
Max,VER,1997-09-30,max_verstappen,33,http://en.wikipedia.org/wiki/Max_Verstappen,Verstappen,Dutch
Guanyu,ZHO,1999-05-30,zhou,24,http://en.wikipedia.org/wiki/Zhou_Guanyu,Zhou,Chinese
Alexander,ALB,1996-03-23,albon,23,http://en.wikipedia.org/wiki/Alexander_Albon,Albon,Thai
Fernando,ALO,1981-07-29,alonso,14,http://en.wikipedia.org/wiki/Fernando_Alonso,Alonso,Spanish
Oliver,BEA,2005-05-08,bearman,38,http://en.wikipedia.org/wiki/Oliver_Bearman,Bearman,British
Valtteri,BOT,1989-08-28,bottas,77,http://en.wikipedia.org/wiki/Valtteri_Bottas,Bottas,Finnish
Franco,COL,2003-05-27,colapinto,43,http://en.wikipedia.org/wiki/Franco_Colapinto,Colapinto,Argentinian 
Jack,DOO,2003-01-20,doohan,61,http://en.wikipedia.org/wiki/Jack_Doohan,Doohan,Australian
Pierre,GAS,1996-02-07,gasly,10,http://en.wikipedia.org/wiki/Pierre_Gasly,Gasly,French
Lewis,HAM,1985-01-07,hamilton,44,http://en.wikipedia.org/wiki/Lewis_Hamilton,Hamilton,British
Nico,HUL,1987-08-19,hulkenberg,27,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,Hülkenberg,German
Liam,LAW,2002-02-11,lawson,30,http://en.wikipedia.org/wiki/Liam_Lawson,Lawson,New Zealander
Charles,LEC,1997-10-16,leclerc,16,http://en.wikipedia.org/wiki/Charles_Leclerc,Leclerc,Monegasque
Kevin,MAG,1992-10-05,kevin_magnussen,20,http://en.wikipedia.org/wiki/Kevin_Magnussen,Magnussen,Danish
Lando,NOR,1999-11-13,norris,4,http://en.wikipedia.org/wiki/Lando_Norris,Norris,British
Esteban,OCO,1996-09-17,ocon,31,http://en.wikipedia.org/wiki/Esteban_Ocon,Ocon,French
Sergio,PER,1990-01-26,perez,11,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,Pérez,Mexican
Oscar,PIA,2001-04-06,piastri,81,http://en.wikipedia.org/wiki/Oscar_Piastri,Piastri,Australian
Daniel,RIC,1989-07-01,ricciardo,3,http://en.wikipedia.org/wiki/Daniel_Ricciardo,Ricciardo,Australian
George,RUS,1998-02-15,russell,63,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),Russell,British
Carlos,SAI,1994-09-01,sainz,55,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,Sainz,Spanish
Logan,SAR,2000-12-31,sargeant,2,http://en.wikipedia.org/wiki/Logan_Sargeant,Sargeant,American
Lance,STR,1998-10-29,stroll,18,http://en.wikipedia.org/wiki/Lance_Stroll,Stroll,Canadian
Yuki,TSU,2000-05-11,tsunoda,22,http://en.wikipedia.org/wiki/Yuki_Tsunoda,Tsunoda,Japanese
Max,VER,1997-09-30,max_verstappen,33,http://en.wikipedia.org/wiki/Max_Verstappen,Verstappen,Dutch
Guanyu,ZHO,1999-05-30,zhou,24,http://en.wikipedia.org/wiki/Zhou_Guanyu,Zhou,Chinese
