round,FirstPractice,ThirdPractice,date,Qualifying,SecondPractice,season,time,url,Sprint,Circuit,raceName
8,,,2008-06-22,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_French_Grand_Prix,,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",French Grand Prix
9,,,2008-07-06,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",British Grand Prix
10,,,2008-07-20,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_German_Grand_Prix,,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",German Grand Prix
11,,,2008-08-03,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",Hungarian Grand Prix
12,,,2008-08-24,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_European_Grand_Prix,,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",European Grand Prix
13,,,2008-09-07,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_Belgian_Grand_Prix,,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",Belgian Grand Prix
14,,,2008-09-14,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",Italian Grand Prix
15,,,2008-09-28,,,2008,12:00:00Z,http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix,,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",Singapore Grand Prix
16,,,2008-10-12,,,2008,04:30:00Z,http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix,,"{'circuitId': 'fuji', 'url': 'http://en.wikipedia.org/wiki/Fuji_Speedway', 'circuitName': 'Fuji Speedway', 'Location': {'lat': '35.3717', 'long': '138.927', 'locality': 'Oyama', 'country': 'Japan'}}",Japanese Grand Prix
17,,,2008-10-19,,,2008,07:00:00Z,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix,,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",Chinese Grand Prix
18,,,2008-11-02,,,2008,17:00:00Z,http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",Brazilian Grand Prix
1,,,2009-03-29,,,2009,06:00:00Z,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",Australian Grand Prix
2,,,2009-04-05,,,2009,09:00:00Z,http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",Malaysian Grand Prix
3,,,2009-04-19,,,2009,07:00:00Z,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",Chinese Grand Prix
4,,,2009-04-26,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix,,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",Bahrain Grand Prix
5,,,2009-05-10,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",Spanish Grand Prix
6,,,2009-05-24,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",Monaco Grand Prix
7,,,2009-06-07,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix,,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",Turkish Grand Prix
8,,,2009-06-21,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",British Grand Prix
9,,,2009-07-12,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_German_Grand_Prix,,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",German Grand Prix
10,,,2009-07-26,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",Hungarian Grand Prix
11,,,2009-08-23,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_European_Grand_Prix,,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",European Grand Prix
12,,,2009-08-30,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix,,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",Belgian Grand Prix
13,,,2009-09-13,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",Italian Grand Prix
14,,,2009-09-27,,,2009,12:00:00Z,http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix,,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",Singapore Grand Prix
15,,,2009-10-04,,,2009,05:00:00Z,http://en.wikipedia.org/wiki/2009_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",Japanese Grand Prix
16,,,2009-10-18,,,2009,16:00:00Z,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",Brazilian Grand Prix
17,,,2009-11-01,,,2009,11:00:00Z,http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix,,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",Abu Dhabi Grand Prix
1,,,2010-03-14,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",Bahrain Grand Prix
2,,,2010-03-28,,,2010,06:00:00Z,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",Australian Grand Prix
3,,,2010-04-04,,,2010,08:00:00Z,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",Malaysian Grand Prix
4,,,2010-04-18,,,2010,06:00:00Z,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",Chinese Grand Prix
5,,,2010-05-09,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",Spanish Grand Prix
6,,,2010-05-16,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",Monaco Grand Prix
7,,,2010-05-30,,,2010,11:00:00Z,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",Turkish Grand Prix
8,,,2010-06-13,,,2010,16:00:00Z,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",Canadian Grand Prix
9,,,2010-06-27,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",European Grand Prix
10,,,2010-07-11,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",British Grand Prix
11,,,2010-07-25,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",German Grand Prix
12,,,2010-08-01,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",Hungarian Grand Prix
13,,,2010-08-29,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",Belgian Grand Prix
14,,,2010-09-12,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",Italian Grand Prix
15,,,2010-09-26,,,2010,12:00:00Z,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",Singapore Grand Prix
16,,,2010-10-10,,,2010,06:00:00Z,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",Japanese Grand Prix
17,,,2010-10-24,,,2010,05:00:00Z,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,,"{'circuitId': 'yeongam', 'url': 'http://en.wikipedia.org/wiki/Korean_International_Circuit', 'circuitName': 'Korean International Circuit', 'Location': {'lat': '34.7333', 'long': '126.417', 'locality': 'Yeongam County', 'country': 'Korea'}}",Korean Grand Prix
18,,,2010-11-07,,,2010,16:00:00Z,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",Brazilian Grand Prix
19,,,2010-11-14,,,2010,13:00:00Z,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",Abu Dhabi Grand Prix
1,,,2011-03-27,,,2011,06:00:00Z,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",Australian Grand Prix
2,,,2011-04-10,,,2011,08:00:00Z,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",Malaysian Grand Prix
3,,,2011-04-17,,,2011,07:00:00Z,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",Chinese Grand Prix
4,,,2011-05-08,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",Turkish Grand Prix
5,,,2011-05-22,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",Spanish Grand Prix
6,,,2011-05-29,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",Monaco Grand Prix
7,,,2011-06-12,,,2011,17:00:00Z,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",Canadian Grand Prix
8,,,2011-06-26,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_European_Grand_Prix,,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",European Grand Prix
9,,,2011-07-10,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",British Grand Prix
10,,,2011-07-24,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_German_Grand_Prix,,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",German Grand Prix
11,,,2011-07-31,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",Hungarian Grand Prix
12,,,2011-08-28,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix,,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",Belgian Grand Prix
13,,,2011-09-11,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",Italian Grand Prix
14,,,2011-09-25,,,2011,12:00:00Z,http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",Singapore Grand Prix
15,,,2011-10-09,,,2011,06:00:00Z,http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",Japanese Grand Prix
16,,,2011-10-16,,,2011,06:00:00Z,http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,,"{'circuitId': 'yeongam', 'url': 'http://en.wikipedia.org/wiki/Korean_International_Circuit', 'circuitName': 'Korean International Circuit', 'Location': {'lat': '34.7333', 'long': '126.417', 'locality': 'Yeongam County', 'country': 'Korea'}}",Korean Grand Prix
17,,,2011-10-30,,,2011,09:30:00Z,http://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,,"{'circuitId': 'buddh', 'url': 'http://en.wikipedia.org/wiki/Buddh_International_Circuit', 'circuitName': 'Buddh International Circuit', 'Location': {'lat': '28.3487', 'long': '77.5331', 'locality': 'Uttar Pradesh', 'country': 'India'}}",Indian Grand Prix
18,,,2011-11-13,,,2011,13:00:00Z,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",Abu Dhabi Grand Prix
19,,,2011-11-27,,,2011,16:00:00Z,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",Brazilian Grand Prix
1,,,2012-03-18,,,2012,06:00:00Z,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",Australian Grand Prix
2,,,2012-03-25,,,2012,08:00:00Z,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",Malaysian Grand Prix
3,,,2012-04-15,,,2012,07:00:00Z,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",Chinese Grand Prix
4,,,2012-04-22,,,2012,12:00:00Z,http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",Bahrain Grand Prix
5,,,2012-05-13,,,2012,12:00:00Z,http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",Spanish Grand Prix
6,,,2012-05-27,,,2012,12:00:00Z,http://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",Monaco Grand Prix
